N T LP_floor IP_lower LP_upper dual_sortedness
44346 14782 44341 44347 44347.44969278 sorted
44347 14783 44342 44348 44348.29455910 sorted
44348 14783 44343 44349 44349.36679174 sorted
44349 14783 44344 44350 44350.48123827 sorted
44350 14784 44344 44351 44351.37664165 sorted
44351 14784 44345 44352 44352.37664165 sorted
44352 14784 44346 44353 44353.49108818 sorted
44353 14785 44347 44354 44354.38700132 sorted
44354 14785 44347 44355 44355.50054801 sorted
44355 14785 44349 44356 44356.61497150 sorted
44356 14786 44350 44357 44357.44267865 sorted
44357 14786 44351 44358 44358.44267865 sorted
44358 14786 44352 44359 44359.55710215 sorted
44359 14787 44352 44360 44360.39138536 sorted
44360 14787 44353 44361 44361.50076721 sorted
44361 14787 44354 44362 44362.61519071 sorted
44362 14788 44354 44363 44363.32992734 sorted
44363 14788 44355 44364 44364.44391462 sorted
44364 14788 44358 44365 44365.55835604 sorted
44365 14789 44359 44366 44366.39350590 sorted
44366 14789 44360 44367 44367.50068120 sorted
44367 14789 44360 44368 44368.61512262 sorted
44368 14790 44363 44369 44369.41575840 sorted
44369 14790 44363 44370 44370.51521344 sorted
44370 14790 44367 44371 44371.62965486 sorted
44371 14791 44364 44372 44372.02079723 sorted
44372 14791 44366 44373 44373.09300982 sorted
44373 14791 44367 44374 44374.20739457 sorted
44374 14792 44368 44375 44375.02137493 sorted
44375 14792 44369 44376 44376.13518198 sorted
44376 14792 44370 44377 44377.24956672 sorted
44377 14793 44370 44378 44378.27338783 sorted
44378 14793 44371 44379 44379.34559491 sorted
44379 14793 44372 44380 44380.46003633 sorted
44380 14794 44375 44381 44381.30381471 sorted
44381 14794 44378 44382 44382.30381471 sorted
44382 14794 44377 44383 44383.41825613 sorted
44383 14795 44378 44384 44384.09945504 sorted
44384 14795 44378 44385 44385.21435059 sorted
44385 14795 44379 44386 44386.32879201 sorted
44386 14796 44378 44387 44387.02633969 sorted
44387 14796 44381 44388 44388.13941871 sorted
44388 14796 44381 44389 44389.25386013 sorted
44389 14797 44384 44389 44389.95776567 sorted
44390 14797 44388 44391 44391.07220708 sorted
44391 14797 44388 44392 44392.18664850 sorted
44392 14798 44385 44393 44393.08446866 sorted
44393 14798 44386 44394 44394.19663942 sorted
44394 14798 44386 44395 44395.31108084 sorted
44395 14799 44391 44396 44396.14714004 sorted
44396 14799 44390 44397 44397.25877712 sorted
44397 14799 44392 44398 44398.37317554 sorted
44398 14800 44392 44399 44399.21656805 sorted
44399 14800 44394 44400 44400.32702170 sorted
44400 14800 44393 44401 44401.44142012 sorted
44401 14801 44395 44402 44402.11420992 sorted
44402 14801 44397 44403 44403.22734442 sorted
44403 14801 44398 44404 44404.34176943 sorted
44404 14802 44398 44405 44405.43550624 sorted
44405 14802 44400 44406 44406.54808137 sorted
44406 14802 44401 44407 44407.66250578 sorted
44407 14803 44402 44408 44408.48751734 sorted
44408 14803 44403 44409 44409.60147943 sorted
44409 14803 44404 44410 44410.71590384 sorted
44410 14804 44405 44411 44411.38000000 sorted
44411 14804 44405 44412 44412.49245902 sorted
44412 14804 44406 44413 44413.60688525 sorted
44413 14805 44407 44414 44414.43770492 sorted
44414 14805 44408 44415 44415.55016393 sorted
44415 14805 44409 44416 44416.66459016 sorted
44416 14806 44409 44417 44417.50541638 sorted
44417 14806 44410 44418 44418.50541638 sorted
44418 14806 44411 44419 44419.61983751 sorted
44419 14807 44413 44420 44420.39404198 sorted
44420 14807 44413 44421 44421.50338524 sorted
44421 14807 44414 44422 44422.61780636 sorted
44422 14808 44417 44423 44423.53318003 sorted
44423 14808 44417 44424 44424.64060447 sorted
44424 14808 44418 44425 44425.75503723 sorted
44425 14809 44421 44426 44426.56165134 sorted
44426 14809 44421 44427 44427.67597459 sorted
44427 14809 44422 44428 44428.79040736 sorted
44428 14810 44423 44429 44429.49693386 sorted
44429 14810 44425 44430 44430.61049058 sorted
44430 14810 44426 44431 44431.72492335 sorted
44431 14811 44425 44432 44432.53515112 sorted
44432 14811 44427 44433 44433.63720981 sorted
44433 14811 44428 44434 44434.75164258 sorted
44434 14812 44428 44435 44435.59275077 sorted
44435 14812 44429 44436 44436.68812965 sorted
44436 14812 44430 44437 44437.80256242 sorted
44437 14813 44433 44438 44438.48341625 sorted
44438 14813 44432 44439 44439.59203980 sorted
44439 14813 44433 44440 44440.70646766 sorted
44440 14814 44435 44441 44441.60447761 sorted
44441 14814 44436 44442 44442.70895522 sorted
44442 14814 44437 44443 44443.82338308 sorted
44443 14815 44439 44444 44444.61940299 sorted
44444 14815 44438 44445 44445.73300166 sorted
44445 14815 44441 44446 44446.84742952 sorted
44446 14816 44441 44447 44447.67412935 sorted
44447 14816 44442 44448 44448.78689884 sorted
44448 14816 44443 44449 44449.90132670 sorted
44449 14817 44443 44450 44450.58291874 sorted
44450 14817 44444 44451 44451.69651741 sorted
44451 14817 44446 44452 44452.81094527 sorted
44452 14818 44448 44453 44453.55472637 sorted
44453 14818 44447 44454 44454.55472637 sorted
44454 14818 44448 44455 44455.66915423 sorted
44455 14819 44450 44456 44456.47263682 sorted
44456 14819 44450 44457 44457.57462687 sorted
44457 14819 44452 44458 44458.68905473 sorted
44458 14820 44451 44459 44459.24378972 sorted
44459 14820 44453 44460 44460.35297516 sorted
44460 14820 44454 44461 44461.46735991 sorted
44461 14821 44455 44462 44462.54715128 sorted
44462 14821 44457 44463 44463.66110020 sorted
44463 14821 44459 44464 44464.77554027 sorted
44464 14822 44458 44465 44465.67141454 sorted
44465 14822 44460 44466 44466.76669941 sorted
44466 14822 44460 44467 44467.88113949 sorted
44467 14823 44462 44468 44468.74017682 sorted
44468 14823 44463 44469 44469.81237721 sorted
44469 14823 44465 44470 44470.92681729 sorted
44470 14824 44464 44471 44471.84934018 sorted
44471 14824 44465 44472 44472.93731672 sorted
44472 14824 44467 44474 44474.05168622 sorted
44473 14825 44468 44475 44475.09227683 sorted
44474 14825 44469 44476 44476.20561685 sorted
44475 14825 44470 44477 44477.31995988 sorted
44476 14826 44472 44478 44478.09127382 sorted
44477 14826 44473 44479 44479.20361083 sorted
44478 14826 44473 44480 44480.31795386 sorted
44479 14827 44476 44481 44481.01502933 sorted
44480 14827 44475 44482 44482.13013197 sorted
44481 14827 44476 44483 44483.24450147 sorted
44482 14828 44479 44484 44484.13709677 sorted
44483 14828 44480 44485 44485.13709677 sorted
44484 14828 44480 44486 44486.25146628 sorted
44485 14829 44481 44487 44487.07478006 sorted
44486 14829 44482 44488 44488.18841642 sorted
44487 14829 44484 44489 44489.30278592 sorted
44488 14830 44482 44490 44490.14589443 sorted
44489 14830 44483 44491 44491.25439883 sorted
44490 14830 44486 44492 44492.36876833 sorted
44491 14831 44487 44493 44493.07184751 sorted
44492 14831 44486 44494 44494.18475073 sorted
44493 14831 44489 44495 44495.29912023 sorted
44494 14832 44489 44496 44496.15469208 sorted
44495 14832 44492 44497 44497.26502933 sorted
44496 14832 44492 44498 44498.37939883 sorted
44497 14833 44494 44499 44499.17412935 sorted
44498 14833 44493 44500 44500.28606965 sorted
44499 14833 44494 44501 44501.40049751 sorted
44500 14834 44497 44502 44502.27142857 sorted
44501 14834 44498 44503 44503.27142857 sorted
44502 14834 44498 44504 44504.38571429 sorted
44503 14835 44498 44505 44505.24661654 sorted
44504 14835 44499 44506 44506.34887218 sorted
44505 14835 44501 44507 44507.46315789 sorted
44506 14836 44500 44507 44507.89552239 sorted
44507 14836 44502 44508 44508.89552239 sorted
44508 14836 44504 44510 44510.00995025 sorted
44509 14837 44502 44510 44510.84245439 sorted
44510 14837 44506 44511 44511.93781095 sorted
44511 14837 44506 44513 44513.05223881 sorted
44512 14838 44506 44513 44513.79767828 sorted
44513 14838 44508 44514 44514.88557214 sorted
44514 14838 44512 44516 44516.00000000 sorted
44515 14839 44508 44516 44516.83001658 sorted
44516 14839 44513 44517 44517.94278607 sorted
44517 14839 44512 44519 44519.05721393 sorted
44518 14840 44513 44520 44520.12935323 sorted
44519 14840 44515 44521 44521.12935323 sorted
44520 14840 44515 44522 44522.24378109 sorted
44521 14841 44516 44522 44522.88723051 sorted
44522 14841 44524 44524 44524.00000000 sorted
44523 14841 44517 44525 44525.11442786 sorted
44524 14842 44517 44526 44526.18656716 sorted
44525 14842 44521 44527 44527.30099503 sorted
44526 14842 44522 44528 44528.41542289 sorted
44527 14843 44521 44529 44529.29850746 sorted
44528 14843 44521 44530 44530.41210614 sorted
44529 14843 44525 44531 44531.52653400 sorted
44530 14844 44527 44532 44532.42371476 sorted
44531 14844 44526 44533 44533.42371476 sorted
44532 14844 44528 44534 44534.53814262 sorted
44533 14845 44528 44535 44535.23963516 sorted
44534 14845 44529 44536 44536.34660033 sorted
44535 14845 44531 44537 44537.46102819 sorted
44536 14846 44530 44538 44538.28855721 sorted
44537 14846 44531 44539 44539.28855721 sorted
44538 14846 44534 44540 44540.40298507 sorted
44539 14847 44533 44541 44541.18490879 sorted
44540 14847 44535 44542 44542.29850746 sorted
44541 14847 44536 44543 44543.41293532 sorted
44542 14848 44537 44544 44544.11608624 sorted
44543 14848 44537 44545 44545.11608624 sorted
44544 14848 44538 44546 44546.23051410 sorted
44545 14849 44540 44547 44547.02072968 sorted
44546 14849 44540 44548 44548.09286899 sorted
44547 14849 44542 44549 44549.20729685 sorted
44548 14850 44542 44550 44550.01243781 sorted
44549 14850 44545 44551 44551.01243781 sorted
44550 14850 44545 44552 44552.12686567 sorted
44551 14851 44545 44553 44553.24046435 sorted
44552 14851 44547 44554 44554.34245439 sorted
44553 14851 44548 44555 44555.45688226 sorted
44554 14852 44549 44556 44556.31260365 sorted
44555 14852 44551 44557 44557.42703151 sorted
44556 14852 44552 44558 44558.54145937 sorted
44557 14853 44551 44559 44559.40196078 sorted
44558 14853 44552 44560 44560.47403286 sorted
44559 14853 44553 44561 44561.58850026 sorted
44560 14854 44553 44562 44562.43375729 sorted
44561 14854 44556 44563 44563.53921569 sorted
44562 14854 44557 44564 44564.65368309 sorted
44563 14855 44558 44565 44565.34207737 sorted
44564 14855 44559 44566 44566.45230525 sorted
44565 14855 44560 44567 44567.56677265 sorted
44566 14856 44561 44568 44568.35267621 sorted
44567 14856 44561 44569 44569.46449391 sorted
44568 14856 44562 44570 44570.57896131 sorted
44569 14857 44563 44571 44571.36168521 sorted
44570 14857 44565 44572 44572.45707472 sorted
44571 14857 44566 44573 44573.57154213 sorted
44572 14858 44567 44574 44574.28192371 sorted
44573 14858 44568 44575 44575.39469320 sorted
44574 14858 44569 44576 44576.50912106 sorted
44575 14859 44568 44576 44576.92750275 sorted
44576 14859 44570 44578 44578.04125413 sorted
44577 14859 44571 44579 44579.15566557 sorted
44578 14860 44572 44579 44579.95720572 sorted
44579 14860 44573 44580 44580.95720572 sorted
44580 14860 44575 44582 44582.07161716 sorted
44581 14861 44574 44582 44582.87953795 sorted
44582 14861 44576 44583 44583.95170517 sorted
44583 14861 44577 44585 44585.06611661 sorted
44584 14862 44578 44585 44585.88286857 sorted
44585 14862 44579 44586 44586.99699965 sorted
44586 14862 44580 44588 44588.11148370 sorted
44587 14863 44581 44588 44588.82344982 sorted
44588 14863 44582 44589 44589.93687493 sorted
44589 14863 44583 44591 44591.05135898 sorted
44590 14864 44584 44591 44591.56683139 sorted
44591 14864 44585 44592 44592.68008001 sorted
44592 14864 44586 44593 44593.79456406 sorted
44593 14865 44588 44594 44594.61583716 sorted
44594 14865 44588 44595 44595.72126132 sorted
44595 14865 44589 44596 44596.83574538 sorted
44596 14866 44590 44597 44597.62195552 sorted
44597 14866 44592 44598 44598.73467467 sorted
44598 14866 44593 44599 44599.84915872 sorted
44599 14867 44592 44600 44600.70678903 sorted
44600 14867 44594 44601 44601.82092011 sorted
44601 14867 44595 44602 44602.93540417 sorted
44602 14868 44596 44603 44603.82950935 sorted
44603 14868 44598 44604 44604.94340511 sorted
44604 14868 44599 44606 44606.05835981 sorted
44605 14869 44599 44607 44607.16943170 sorted
44606 14869 44600 44608 44608.24155783 sorted
44607 14869 44601 44609 44609.35604189 sorted
44608 14870 44603 44610 44610.25297094 sorted
44609 14870 44604 44611 44611.36051300 sorted
44610 14870 44605 44612 44612.47499706 sorted
44611 14871 44606 44613 44613.26661960 sorted
44612 14871 44607 44614 44614.37804448 sorted
44613 14871 44608 44615 44615.49252853 sorted
44614 14872 44609 44616 44616.29674079 sorted
44615 14872 44609 44617 44617.39228144 sorted
44616 14872 44611 44618 44618.50676550 sorted
44617 14873 44611 44619 44619.31726789 sorted
44618 14873 44611 44620 44620.42430514 sorted
44619 14873 44612 44621 44621.53873448 sorted
44620 14874 44613 44621 44621.98373743 sorted
44621 14874 44612 44622 44622.98373743 sorted
44622 14874 44617 44624 44624.09816677 sorted
44623 14875 44618 44624 44624.77006401 sorted
44624 14875 44619 44625 44625.87198424 sorted
44625 14875 44620 44626 44626.98645987 sorted
44626 14876 44618 44627 44627.26936620 sorted
44627 14876 44621 44628 44628.37500000 sorted
44628 14876 44623 44629 44629.48943662 sorted
44629 14877 44623 44630 44630.31514085 sorted
44630 14877 44622 44631 44631.41021127 sorted
44631 14877 44625 44632 44632.52464789 sorted
44632 14878 44628 44633 44633.63732394 sorted
44633 14878 44627 44634 44634.63732394 sorted
44634 14878 44629 44635 44635.75176056 sorted
44635 14879 44629 44636 44636.40845070 sorted
44636 14879 44632 44637 44637.48063380 sorted
44637 14879 44630 44638 44638.59507042 sorted
44638 14880 44633 44639 44639.48415493 sorted
44639 14880 44633 44640 44640.59507042 sorted
44640 14880 44633 44641 44641.70950704 sorted
44641 14881 44637 44642 44642.70950704 sorted
44642 14881 44639 44643 44643.82394366 sorted
44643 14881 44638 44644 44644.93838028 sorted
44644 14882 44639 44645 44645.64612676 sorted
44645 14882 44639 44646 44646.74119718 sorted
44646 14882 44640 44647 44647.85563380 sorted
44647 14883 44641 44648 44648.55985915 sorted
44648 14883 44642 44649 44649.66197183 sorted
44649 14883 44644 44650 44650.77640845 sorted
44650 14884 44643 44651 44651.36334405 sorted
44651 14884 44643 44652 44652.36334405 sorted
44652 14884 44644 44653 44653.47749196 sorted
44653 14885 44647 44654 44654.42427282 sorted
44654 14885 44647 44655 44655.53660983 sorted
44655 14885 44649 44656 44656.65095286 sorted
44656 14886 44651 44657 44657.43244804 sorted
44657 14886 44652 44658 44658.43244804 sorted
44658 14886 44651 44659 44659.54676674 sorted
44659 14887 44654 44660 44660.38048499 sorted
44660 14887 44654 44661 44661.49538106 sorted
44661 14887 44655 44662 44662.60969977 sorted
44662 14888 44656 44663 44663.50750577 sorted
44663 14888 44658 44664 44664.62009238 sorted
44664 14888 44658 44665 44665.73441109 sorted
44665 14889 44660 44666 44666.53868360 sorted
44666 14889 44661 44667 44667.64838337 sorted
44667 14889 44662 44668 44668.76270208 sorted
44668 14890 44663 44669 44669.58198614 sorted
44669 14890 44664 44670 44670.68533487 sorted
44670 14890 44665 44671 44671.79965358 sorted
44671 14891 44666 44672 44672.61893764 sorted
44672 14891 44667 44673 44673.73383372 sorted
44673 14891 44668 44674 44674.84815242 sorted
44674 14892 44670 44675 44675.73903002 sorted
44675 14892 44668 44676 44676.84526559 sorted
44676 14892 44670 44677 44677.95958430 sorted
44677 14893 44670 44678 44678.71016166 sorted
44678 14893 44672 44679 44679.82274827 sorted
44679 14893 44673 44680 44680.93706697 sorted
44680 14894 44675 44681 44681.77078522 sorted
44681 14894 44676 44682 44682.88337182 sorted
44682 14894 44676 44683 44683.99769053 sorted
44683 14895 44677 44684 44684.69284065 sorted
44684 14895 44679 44685 44685.76501155 sorted
44685 14895 44679 44686 44686.87933025 sorted
44686 14896 44679 44687 44687.63972286 sorted
44687 14896 44680 44688 44688.63972286 sorted
44688 14896 44683 44689 44689.75404157 sorted
44689 14897 44684 44690 44690.40581162 sorted
44690 14897 44685 44691 44691.51903808 sorted
44691 14897 44684 44692 44692.63326653 sorted
44692 14898 44688 44693 44693.48897796 sorted
44693 14898 44687 44694 44694.60220441 sorted
44694 14898 44689 44695 44695.71643287 sorted
44695 14899 44691 44696 44696.35671343 sorted
44696 14899 44692 44697 44697.47194389 sorted
44697 14899 44688 44698 44698.58617234 sorted
44698 14900 44691 44699 44699.23446894 sorted
44699 14900 44695 44700 44700.23446894 sorted
44700 14900 44693 44701 44701.34869739 sorted
44701 14901 44695 44702 44702.34869739 sorted
44702 14901 44696 44703 44703.46192385 sorted
44703 14901 44699 44704 44704.57615230 sorted
44704 14902 44700 44705 44705.41983968 sorted
44705 14902 44699 44706 44706.51503006 sorted
44706 14902 44699 44707 44707.62925852 sorted
44707 14903 44702 44708 44708.48897796 sorted
44708 14903 44701 44709 44709.56112224 sorted
44709 14903 44705 44710 44710.67535070 sorted
44710 14904 44705 44711 44711.49498998 sorted
44711 14904 44704 44712 44712.49498998 sorted
44712 14904 44705 44713 44713.60921844 sorted
44713 14905 44708 44714 44714.47038627 sorted
44714 14905 44710 44715 44715.58369099 sorted
44715 14905 44708 44716 44716.69785408 sorted
44716 14906 44712 44717 44717.52188841 sorted
44717 14906 44711 44718 44718.63347639 sorted
