N T LP_floor IP_lower LP_upper dual_sortedness
42351 14117 42347 42351 42351.91166667 sorted
42352 14118 42346 42352 42352.71166667 sorted
42353 14118 42348 42353 42353.82416667 sorted
42354 14118 42349 42354 42354.93916667 sorted
42355 14119 42351 42355 42355.85750000 sorted
42356 14119 42352 42356 42356.93000000 sorted
42357 14119 42353 42358 42358.04500000 sorted
42358 14120 42353 42358 42358.82000000 sorted
42359 14120 42353 42359 42359.82000000 sorted
42360 14120 42355 42360 42360.93500000 sorted
42361 14121 42355 42361 42361.74083333 sorted
42362 14121 42358 42362 42362.85416667 sorted
42363 14121 42358 42363 42363.96916667 sorted
42364 14122 42359 42364 42364.81333333 sorted
42365 14122 42360 42365 42365.92666667 sorted
42366 14122 42362 42367 42367.04166667 sorted
42367 14123 42362 42367 42367.79666667 sorted
42368 14123 42364 42368 42368.91083333 sorted
42369 14123 42366 42370 42370.02583333 sorted
42370 14124 42367 42370 42370.81854839 sorted
42371 14124 42367 42371 42371.90725806 sorted
42372 14124 42368 42373 42373.02217742 sorted
42373 14125 42369 42373 42373.67338710 sorted
42374 14125 42369 42374 42374.74596774 sorted
42375 14125 42370 42375 42375.86088710 sorted
42376 14126 42371 42376 42376.50552050 sorted
42377 14126 42368 42377 42377.61356467 sorted
42378 14126 42371 42378 42378.72870662 sorted
42379 14127 42371 42379 42379.43059937 sorted
42380 14127 42374 42380 42380.54416404 sorted
42381 14127 42376 42381 42381.65930599 sorted
42382 14128 42376 42382 42382.47654867 sorted
42383 14128 42378 42383 42383.58230088 sorted
42384 14128 42379 42384 42384.69734513 sorted
42385 14129 42379 42385 42385.51371681 sorted
42386 14129 42380 42386 42386.58628319 sorted
42387 14129 42382 42387 42387.70132743 sorted
42388 14130 42381 42388 42388.37600806 sorted
42389 14130 42382 42389 42389.49092742 sorted
42390 14130 42382 42390 42390.60584677 sorted
42391 14131 42386 42391 42391.30941358 sorted
42392 14131 42386 42392 42392.42283951 sorted
42393 14131 42387 42393 42393.53780864 sorted
42394 14132 42387 42394 42394.35185185 sorted
42395 14132 42389 42395 42395.46682099 sorted
42396 14132 42390 42396 42396.58179012 sorted
42397 14133 42391 42397 42397.30401235 sorted
42398 14133 42393 42398 42398.41820988 sorted
42399 14133 42393 42399 42399.53317901 sorted
42400 14134 42395 42400 42400.33971774 sorted
42401 14134 42398 42401 42401.45362903 sorted
42402 14134 42398 42402 42402.56854840 sorted
42403 14135 42395 42403 42403.11895161 sorted
42404 14135 42396 42404 42404.19153226 sorted
42405 14135 42396 42405 42405.30645161 sorted
42406 14136 42397 42406 42406.08770161 sorted
42407 14136 42398 42407 42407.08770161 sorted
42408 14136 42399 42408 42408.20262097 sorted
42409 14137 42401 42408 42408.49416667 sorted
42410 14137 42401 42409 42409.59000000 sorted
42411 14137 42404 42410 42410.70500000 sorted
42412 14138 42404 42411 42411.31750000 sorted
42413 14138 42406 42412 42412.43166667 sorted
42414 14138 42404 42413 42413.54666667 sorted
42415 14139 42406 42414 42414.40416667 sorted
42416 14139 42406 42415 42415.51833333 sorted
42417 14139 42408 42416 42416.63333333 sorted
42418 14140 42409 42417 42417.45500000 sorted
42419 14140 42413 42418 42418.56916667 sorted
42420 14140 42413 42419 42419.68416667 sorted
42421 14141 42413 42420 42420.09083333 sorted
42422 14141 42414 42421 42421.16333333 sorted
42423 14141 42414 42422 42422.27833333 sorted
42424 14142 42417 42422 42422.98416667 sorted
42425 14142 42417 42424 42424.09083333 sorted
42426 14142 42418 42425 42425.20583333 sorted
42427 14143 42419 42426 42426.03500000 sorted
42428 14143 42420 42427 42427.10750000 sorted
42429 14143 42419 42428 42428.22250000 sorted
42430 14144 42421 42429 42429.10083333 sorted
42431 14144 42422 42430 42430.21333333 sorted
42432 14144 42423 42431 42431.32833333 sorted
42433 14145 42425 42432 42432.32833333 sorted
42434 14145 42427 42433 42433.44166667 sorted
42435 14145 42428 42434 42434.55666667 sorted
42436 14146 42428 42435 42435.29416667 sorted
42437 14146 42429 42436 42436.29416667 sorted
42438 14146 42429 42437 42437.40916667 sorted
42439 14147 42431 42438 42438.19250000 sorted
42440 14147 42432 42439 42439.30250000 sorted
42441 14147 42435 42440 42440.41750000 sorted
42442 14148 42434 42441 42441.42500000 sorted
42443 14148 42435 42442 42442.42500000 sorted
42444 14148 42437 42443 42443.54000000 sorted
42445 14149 42437 42444 42444.38166667 sorted
42446 14149 42440 42445 42445.49333333 sorted
42447 14149 42441 42446 42446.60833333 sorted
42448 14150 42441 42447 42447.50416667 sorted
42449 14150 42442 42448 42448.61833333 sorted
42450 14150 42444 42449 42449.73333333 sorted
42451 14151 42443 42450 42450.35833333 sorted
42452 14151 42445 42451 42451.43083333 sorted
42453 14151 42447 42452 42452.54583333 sorted
42454 14152 42447 42453 42453.46225319 sorted
42455 14152 42450 42454 42454.57375145 sorted
42456 14152 42450 42455 42455.68873403 sorted
42457 14153 42451 42456 42456.31754032 sorted
42458 14153 42451 42457 42457.43145161 sorted
42459 14153 42452 42458 42458.54637097 sorted
42460 14154 42454 42459 42459.44354839 sorted
42461 14154 42455 42460 42460.44354839 sorted
42462 14154 42456 42461 42461.55846774 sorted
42463 14155 42456 42462 42462.30443548 sorted
42464 14155 42457 42463 42463.41633065 sorted
42465 14155 42460 42464 42464.53125000 sorted
42466 14156 42459 42465 42465.00406504 sorted
42467 14156 42459 42466 42466.00406504 sorted
42468 14156 42462 42467 42467.11904762 sorted
42469 14157 42462 42467 42467.92857143 sorted
42470 14157 42462 42469 42469.04181185 sorted
42471 14157 42464 42470 42470.15679443 sorted
42472 14158 42464 42470 42470.96648045 sorted
42473 14158 42465 42471 42471.96648045 sorted
42474 14158 42466 42473 42473.08140463 sorted
42475 14159 42467 42473 42473.93455706 sorted
42476 14159 42468 42475 42475.04868316 sorted
42477 14159 42469 42476 42476.16360734 sorted
42478 14160 42470 42477 42477.05985634 sorted
42479 14160 42471 42478 42478.17398244 sorted
42480 14160 42472 42479 42479.28890662 sorted
42481 14161 42472 42480 42480.19153226 sorted
42482 14161 42473 42481 42481.29737903 sorted
42483 14161 42476 42482 42482.41229839 sorted
42484 14162 42478 42483 42483.52620968 sorted
42485 14162 42476 42484 42484.63911290 sorted
42486 14162 42480 42485 42485.75403226 sorted
42487 14163 42479 42486 42486.30846774 sorted
42488 14163 42481 42487 42487.42237903 sorted
42489 14163 42482 42488 42488.53729839 sorted
42490 14164 42483 42489 42489.37701613 sorted
42491 14164 42482 42490 42490.37701613 sorted
42492 14164 42484 42491 42491.49193548 sorted
42493 14165 42487 42492 42492.31955645 sorted
42494 14165 42487 42493 42493.39213710 sorted
42495 14165 42487 42494 42494.50705645 sorted
42496 14166 42489 42495 42495.33568548 sorted
42497 14166 42490 42496 42496.44858871 sorted
42498 14166 42490 42497 42497.56350806 sorted
42499 14167 42490 42498 42498.29133065 sorted
42500 14167 42491 42499 42499.40625000 sorted
42501 14167 42494 42500 42500.52116935 sorted
42502 14168 42494 42501 42501.26008065 sorted
42503 14168 42495 42502 42502.36391129 sorted
42504 14168 42497 42503 42503.47883065 sorted
42505 14169 42495 42504 42504.57459677 sorted
42506 14169 42498 42505 42505.68750000 sorted
42507 14169 42499 42506 42506.80241935 sorted
42508 14170 42500 42507 42507.60282258 sorted
42509 14170 42501 42508 42508.60282258 sorted
42510 14170 42502 42509 42509.71774194 sorted
42511 14171 42504 42510 42510.67137097 sorted
42512 14171 42504 42511 42511.77419355 sorted
42513 14171 42506 42512 42512.88911290 sorted
42514 14172 42505 42513 42513.64186676 sorted
42515 14172 42507 42514 42514.75295908 sorted
42516 14172 42508 42515 42515.86794048 sorted
42517 14173 42509 42516 42516.68887386 sorted
42518 14173 42509 42517 42517.79675347 sorted
42519 14173 42511 42518 42518.91173487 sorted
42520 14174 42512 42519 42519.80385526 sorted
42521 14174 42513 42520 42520.91799121 sorted
42522 14174 42514 42522 42522.03297261 sorted
42523 14175 42515 42522 42522.81350806 sorted
42524 14175 42516 42523 42523.88608871 sorted
42525 14175 42517 42525 42525.00100806 sorted
42526 14176 42518 42525 42525.95456866 sorted
42527 14176 42520 42527 42527.06993364 sorted
42528 14176 42521 42528 42528.18478816 sorted
42529 14177 42522 42529 42529.00459418 sorted
42530 14177 42523 42530 42530.10030628 sorted
42531 14177 42524 42531 42531.21516080 sorted
42532 14178 42524 42532 42532.11204696 sorted
42533 14178 42525 42533 42533.11204696 sorted
42534 14178 42526 42534 42534.22690148 sorted
42535 14179 42528 42534 42534.90440874 sorted
42536 14179 42529 42536 42536.01854141 sorted
42537 14179 42530 42537 42537.13349815 sorted
42538 14180 42530 42537 42537.90688092 sorted
42539 14180 42532 42539 42539.02101360 sorted
42540 14180 42532 42540 42540.13597033 sorted
42541 14181 42534 42540 42540.91924186 sorted
42542 14181 42534 42542 42542.03296251 sorted
42543 14181 42535 42543 42543.14791924 sorted
42544 14182 42534 42543 42543.88234158 sorted
42545 14182 42535 42544 42544.99574961 sorted
42546 14182 42536 42546 42546.11070325 sorted
42547 14183 42538 42546 42546.93093122 sorted
42548 14183 42540 42548 42548.04385626 sorted
42549 14183 42541 42549 42549.15880989 sorted
42550 14184 42542 42549 42549.95981453 sorted
42551 14184 42542 42551 42551.06829598 sorted
42552 14184 42543 42552 42552.18324961 sorted
42553 14185 42545 42553 42553.01152386 sorted
42554 14185 42547 42554 42554.08405640 sorted
42555 14185 42549 42555 42555.19902386 sorted
42556 14186 42549 42555 42555.98074837 sorted
42557 14186 42550 42556 42556.98074837 sorted
42558 14186 42551 42558 42558.09571584 sorted
42559 14187 42550 42558 42558.81549459 sorted
42560 14187 42552 42559 42559.93054482 sorted
42561 14187 42552 42561 42561.04549845 sorted
42562 14188 42553 42561 42561.88504637 sorted
42563 14188 42554 42562 42562.99323802 sorted
42564 14188 42556 42564 42564.10819165 sorted
42565 14189 42557 42564 42564.92677743 sorted
42566 14189 42558 42565 42565.99932380 sorted
42567 14189 42559 42567 42567.11427743 sorted
42568 14190 42559 42567 42567.93363601 sorted
42569 14190 42560 42568 42568.93363601 sorted
42570 14190 42561 42570 42570.04858964 sorted
42571 14191 42563 42570 42570.20795734 sorted
42572 14191 42565 42571 42571.32239541 sorted
42573 14191 42566 42572 42572.43724364 sorted
42574 14192 42566 42573 42573.20549631 sorted
42575 14192 42566 42574 42574.32034454 sorted
42576 14192 42568 42575 42575.43519278 sorted
42577 14193 42569 42576 42576.13986874 sorted
42578 14193 42570 42577 42577.25430681 sorted
42579 14193 42572 42578 42578.36956522 sorted
42580 14194 42572 42579 42579.47949139 sorted
42581 14194 42574 42580 42580.59351928 sorted
42582 14194 42576 42581 42581.70836751 sorted
42583 14195 42576 42582 42582.43330763 sorted
42584 14195 42576 42583 42583.53585197 sorted
42585 14195 42577 42584 42584.65073246 sorted
42586 14196 42581 42585 42585.56669237 sorted
42587 14196 42581 42586 42586.67617579 sorted
42588 14196 42582 42587 42587.79105629 sorted
42589 14197 42582 42588 42588.27593152 sorted
42590 14197 42583 42589 42589.37160121 sorted
42591 14197 42583 42590 42590.48640483 sorted
42592 14198 42585 42591 42591.38368580 sorted
42593 14198 42585 42592 42592.49748238 sorted
42594 14198 42586 42593 42593.61228600 sorted
42595 14199 42588 42594 42594.47049592 sorted
42596 14199 42588 42595 42595.58411802 sorted
42597 14199 42589 42596 42596.69899561 sorted
42598 14200 42590 42597 42597.54205901 sorted
42599 14200 42591 42598 42598.65379786 sorted
42600 14200 42591 42599 42599.76867546 sorted
42601 14201 42592 42600 42600.24445325 sorted
42602 14201 42593 42601 42601.35835975 sorted
42603 14201 42594 42602 42602.47325674 sorted
42604 14202 42596 42603 42603.24504754 sorted
42605 14202 42597 42604 42604.34072900 sorted
42606 14202 42598 42605 42605.45562599 sorted
42607 14203 42599 42606 42606.28129952 sorted
42608 14203 42601 42607 42607.38391442 sorted
42609 14203 42602 42608 42608.49881141 sorted
42610 14204 42603 42609 42609.29912837 sorted
42611 14204 42604 42610 42610.29912837 sorted
42612 14204 42605 42611 42611.41402536 sorted
42613 14205 42605 42612 42612.47959588 sorted
42614 14205 42607 42613 42613.59330428 sorted
42615 14205 42608 42614 42614.70820127 sorted
42616 14206 42608 42615 42615.50911252 sorted
42617 14206 42610 42616 42616.61370840 sorted
42618 14206 42611 42617 42617.72860539 sorted
42619 14207 42611 42618 42618.58736133 sorted
42620 14207 42612 42619 42619.69710776 sorted
42621 14207 42614 42620 42620.81200475 sorted
42622 14208 42614 42621 42621.70899366 sorted
42623 14208 42614 42622 42622.79754358 sorted
42624 14208 42617 42623 42623.91244057 sorted
42625 14209 42619 42624 42624.77681002 sorted
42626 14209 42620 42625 42625.84921067 sorted
42627 14209 42620 42626 42626.96407186 sorted
42628 14210 42620 42627 42627.71801851 sorted
42629 14210 42623 42628 42628.83070223 sorted
42630 14210 42623 42629 42629.94556342 sorted
42631 14211 42626 42630 42630.57740430 sorted
42632 14211 42627 42631 42631.69299720 sorted
42633 14211 42628 42632 42632.80784314 sorted
42634 14212 42628 42633 42633.58281979 sorted
42635 14212 42629 42634 42634.67861811 sorted
42636 14212 42630 42635 42635.79346405 sorted
42637 14213 42631 42636 42636.78206962 sorted
42638 14213 42632 42637 42637.85455412 sorted
42639 14213 42634 42638 42638.96948021 sorted
42640 14214 42634 42639 42639.73485932 sorted
42641 14214 42634 42640 42640.73485932 sorted
42642 14214 42636 42641 42641.84978541 sorted
42643 14215 42636 42642 42642.69241774 sorted
42644 14215 42638 42643 42643.79971388 sorted
42645 14215 42639 42644 42644.91463996 sorted
42646 14216 42638 42645 42645.70100143 sorted
42647 14216 42638 42646 42646.80639008 sorted
42648 14216 42640 42647 42647.92131617 sorted
42649 14217 42642 42648 42648.62374821 sorted
42650 14217 42643 42649 42649.73676681 sorted
42651 14217 42645 42650 42650.85169289 sorted
42652 14218 42646 42651 42651.62374821 sorted
42653 14218 42645 42652 42652.73724368 sorted
42654 14218 42645 42653 42653.85216977 sorted
42655 14219 42647 42654 42654.71101574 sorted
42656 14219 42647 42655 42655.82451121 sorted
42657 14219 42651 42656 42656.93943729 sorted
42658 14220 42650 42657 42657.79923701 sorted
42659 14220 42651 42658 42658.91034812 sorted
42660 14220 42653 42660 42660.02527420 sorted
42661 14221 42655 42660 42660.98760133 sorted
42662 14221 42655 42662 42662.10252742 sorted
42663 14221 42656 42663 42663.21745350 sorted
42664 14222 42657 42664 42664.10252742 sorted
42665 14222 42659 42665 42665.21602289 sorted
42666 14222 42661 42666 42666.33094897 sorted
42667 14223 42661 42666 42666.99319728 sorted
42668 14223 42662 42668 42668.06564626 sorted
42669 14223 42663 42669 42669.18061224 sorted
42670 14224 42664 42669 42669.96757272 sorted
42671 14224 42663 42671 42671.08059132 sorted
42672 14224 42664 42672 42672.19551741 sorted
42673 14225 42668 42672 42672.77892325 sorted
42674 14225 42669 42673 42673.89160939 sorted
42675 14225 42670 42675 42675.00644330 sorted
42676 14226 42669 42675 42675.84149485 sorted
42677 14226 42670 42676 42676.84149485 sorted
42678 14226 42671 42677 42677.95632875 sorted
42679 14227 42673 42678 42678.78350515 sorted
42680 14227 42674 42679 42679.89876861 sorted
42681 14227 42675 42681 42681.01360252 sorted
42682 14228 42677 42681 42681.83595613 sorted
42683 14228 42677 42682 42682.83595613 sorted
42684 14228 42679 42683 42683.95088221 sorted
42685 14229 42679 42684 42684.76633286 sorted
42686 14229 42679 42685 42685.87362899 sorted
42687 14229 42680 42686 42686.98855508 sorted
42688 14230 42683 42687 42687.99302650 sorted
42689 14230 42683 42688 42688.99302650 sorted
42690 14230 42684 42690 42690.10785681 sorted
42691 14231 42684 42690 42690.91795775 sorted
42692 14231 42687 42692 42692.02869718 sorted
42693 14231 42688 42693 42693.14348592 sorted
42694 14232 42686 42693 42693.45764537 sorted
42695 14232 42687 42694 42694.55348169 sorted
42696 14232 42688 42695 42695.66834171 sorted
42697 14233 42689 42696 42696.35821967 sorted
42698 14233 42690 42697 42697.47200287 sorted
42699 14233 42691 42698 42698.58686289 sorted
42700 14234 42691 42699 42699.28499641 sorted
42701 14234 42692 42700 42700.28499641 sorted
42702 14234 42693 42701 42701.39985642 sorted
42703 14235 42694 42702 42702.09188801 sorted
42704 14235 42695 42703 42703.20710696 sorted
42705 14235 42696 42704 42704.32196698 sorted
42706 14236 42697 42705 42705.20491803 sorted
42707 14236 42698 42706 42706.29391101 sorted
42708 14236 42701 42707 42707.40866511 sorted
42709 14237 42699 42708 42708.12763466 sorted
42710 14237 42703 42709 42709.22365340 sorted
42711 14237 42703 42710 42710.33840749 sorted
42712 14238 42705 42711 42711.12997658 sorted
42713 14238 42701 42712 42712.24355972 sorted
42714 14238 42706 42713 42713.35831382 sorted
42715 14239 42707 42714 42714.35362998 sorted
42716 14239 42709 42715 42715.46955504 sorted
42717 14239 42709 42716 42716.58430913 sorted
42718 14240 42710 42717 42717.39227166 sorted
42719 14240 42711 42718 42718.39227166 sorted
42720 14240 42712 42719 42719.50702576 sorted
42721 14241 42713 42720 42720.61943794 sorted
42722 14241 42716 42721 42721.73067916 sorted
42723 14241 42714 42722 42722.84543326 sorted
42724 14242 42717 42723 42723.65336412 sorted
42725 14242 42718 42724 42724.76022427 sorted
42726 14242 42719 42725 42725.87500000 sorted
42727 14243 42718 42726 42726.62170185 sorted
42728 14243 42721 42727 42727.73515831 sorted
42729 14243 42723 42728 42728.84993404 sorted
42730 14244 42722 42729 42729.72790237 sorted
42731 14244 42724 42730 42730.84135884 sorted
42732 14244 42725 42731 42731.95613456 sorted
42733 14245 42725 42732 42732.78397098 sorted
42734 14245 42729 42733 42733.89412929 sorted
42735 14245 42728 42735 42735.00890501 sorted
42736 14246 42730 42735 42735.43304749 sorted
42737 14246 42728 42736 42736.43304749 sorted
42738 14246 42731 42737 42737.54782322 sorted
42739 14247 42732 42738 42738.34170654 sorted
42740 14247 42732 42739 42739.45175439 sorted
42741 14247 42734 42740 42740.56658692 sorted
42742 14248 42736 42741 42741.38078150 sorted
42743 14248 42737 42742 42742.38078150 sorted
42744 14248 42738 42743 42743.49561404 sorted
42745 14249 42739 42744 42744.35765550 sorted
42746 14249 42739 42745 42745.47208931 sorted
42747 14249 42740 42746 42746.58692185 sorted
42748 14250 42741 42747 42747.44178628 sorted
42749 14250 42743 42748 42748.55582137 sorted
42750 14250 42744 42749 42749.67065391 sorted
42751 14251 42741 42749 42749.50888530 sorted
42752 14251 42745 42750 42750.62358643 sorted
42753 14251 42746 42751 42751.73828756 sorted
42754 14252 42744 42752 42752.59289176 sorted
42755 14252 42748 42753 42753.70436187 sorted
42756 14252 42747 42754 42754.81906301 sorted
42757 14253 42749 42755 42755.66235864 sorted
42758 14253 42752 42756 42756.73505654 sorted
42759 14253 42752 42757 42757.84975767 sorted
42760 14254 42751 42758 42758.68336026 sorted
42761 14254 42751 42759 42759.79483037 sorted
42762 14254 42754 42760 42760.90953150 sorted
42763 14255 42756 42761 42761.77059774 sorted
42764 14255 42755 42762 42762.84329564 sorted
42765 14255 42755 42763 42763.95799677 sorted
42766 14256 42757 42764 42764.73990307 sorted
42767 14256 42758 42765 42765.73990307 sorted
42768 14256 42759 42766 42766.85460420 sorted
42769 14257 42759 42767 42767.95799677 sorted
42770 14257 42762 42769 42769.07269790 sorted
42771 14257 42765 42770 42770.18739903 sorted
42772 14258 42762 42771 42771.04361874 sorted
42773 14258 42764 42772 42772.04361874 sorted
42774 14258 42768 42773 42773.15831987 sorted
42775 14259 42765 42774 42774.02100162 sorted
42776 14259 42767 42775 42775.12439418 sorted
42777 14259 42769 42776 42776.23909532 sorted
42778 14260 42769 42777 42777.35218094 sorted
42779 14260 42771 42778 42778.45718901 sorted
42780 14260 42773 42779 42779.57189015 sorted
42781 14261 42772 42780 42780.68497577 sorted
42782 14261 42775 42781 42781.75767367 sorted
42783 14261 42775 42782 42782.87237480 sorted
42784 14262 42779 42783 42783.67366721 sorted
42785 14262 42779 42784 42784.78836834 sorted
42786 14262 42780 42785 42785.90306947 sorted
42787 14263 42781 42786 42786.61227787 sorted
42788 14263 42782 42787 42787.72374798 sorted
42789 14263 42781 42788 42788.83844911 sorted
42790 14264 42782 42789 42789.62358643 sorted
42791 14264 42783 42790 42790.71243942 sorted
42792 14264 42785 42791 42791.82714055 sorted
42793 14265 42786 42792 42792.55573506 sorted
42794 14265 42786 42793 42793.62843296 sorted
42795 14265 42787 42794 42794.74313409 sorted
42796 14266 42788 42795 42795.41841680 sorted
42797 14266 42792 42796 42796.41841680 sorted
42798 14266 42788 42797 42797.53311793 sorted
42799 14267 42789 42798 42798.37641357 sorted
42800 14267 42791 42799 42799.49111470 sorted
42801 14267 42794 42800 42800.60581583 sorted
42802 14268 42794 42801 42801.35864297 sorted
42803 14268 42796 42802 42802.46849758 sorted
42804 14268 42795 42803 42803.58319871 sorted
42805 14269 42797 42804 42804.63351750 sorted
42806 14269 42799 42805 42805.74217311 sorted
42807 14269 42800 42806 42806.85696746 sorted
42808 14270 42801 42807 42807.62707182 sorted
42809 14270 42802 42808 42808.74002455 sorted
42810 14270 42802 42809 42809.85481891 sorted
42811 14271 42804 42810 42810.66820135 sorted
42812 14271 42805 42811 42811.78422345 sorted
42813 14271 42806 42812 42812.89901780 sorted
42814 14272 42806 42813 42813.30856220 sorted
42815 14272 42807 42814 42814.40387722 sorted
42816 14272 42808 42815 42815.51857835 sorted
42817 14273 42810 42816 42816.42505484 sorted
42818 14273 42812 42817 42817.53789910 sorted
42819 14273 42813 42818 42818.65269315 sorted
42820 14274 42813 42819 42819.48038021 sorted
42821 14274 42813 42820 42820.48038021 sorted
42822 14274 42815 42821 42821.59517426 sorted
42823 14275 42814 42822 42822.22716305 sorted
42824 14275 42817 42823 42823.34264047 sorted
42825 14275 42818 42824 42824.45742847 sorted
42826 14276 42817 42825 42825.26232334 sorted
42827 14276 42819 42826 42826.37573251 sorted
42828 14276 42819 42827 42827.49052051 sorted
42829 14277 42822 42828 42828.24164081 sorted
42830 14277 42823 42829 42829.33746984 sorted
42831 14277 42826 42830 42830.45225784 sorted
42832 14278 42822 42831 42831.28472940 sorted
42833 14278 42824 42832 42832.39951741 sorted
42834 14278 42827 42833 42833.51430541 sorted
42835 14279 42827 42834 42834.40724763 sorted
42836 14279 42828 42835 42835.47972390 sorted
42837 14279 42830 42836 42836.59447800 sorted
42838 14280 42830 42837 42837.24623803 sorted
42839 14280 42833 42838 42838.24623803 sorted
42840 14280 42833 42839 42839.36114911 sorted
42841 14281 42836 42839 42839.67645140 sorted
42842 14281 42835 42840 42840.78930202 sorted
42843 14281 42837 42841 42841.90410959 sorted
42844 14282 42837 42842 42842.75929550 sorted
42845 14282 42838 42843 42843.87279843 sorted
42846 14282 42841 42844 42844.98760600 sorted
42847 14283 42842 42845 42845.63992172 sorted
42848 14283 42842 42846 42846.75342464 sorted
42849 14283 42844 42847 42847.86823222 sorted
42850 14284 42842 42848 42848.72472277 sorted
42851 14284 42846 42849 42849.83626875 sorted
42852 14284 42846 42850 42850.95107632 sorted
42853 14285 42846 42851 42851.66927593 sorted
42854 14285 42845 42852 42852.77690802 sorted
42855 14285 42846 42853 42853.89171559 sorted
42856 14286 42850 42854 42854.72015656 sorted
42857 14286 42848 42855 42855.82844097 sorted
42858 14286 42848 42856 42856.94324853 sorted
42859 14287 42850 42857 42857.64970646 sorted
42860 14287 42854 42858 42858.75929550 sorted
42861 14287 42854 42859 42859.87410307 sorted
42862 14288 42855 42860 42860.80691455 sorted
42863 14288 42855 42861 42861.80691455 sorted
42864 14288 42857 42862 42862.92172211 sorted
42865 14289 42860 42863 42863.50097847 sorted
42866 14289 42857 42864 42864.57338552 sorted
42867 14289 42861 42865 42865.68819309 sorted
42868 14290 42860 42866 42866.53750815 sorted
42869 14290 42864 42867 42867.65101109 sorted
42870 14290 42862 42868 42868.76581866 sorted
42871 14291 42864 42869 42869.58251794 sorted
42872 14291 42864 42870 42870.69602087 sorted
42873 14291 42863 42871 42871.81082844 sorted
42874 14292 42867 42872 42872.62165688 sorted
42875 14292 42868 42873 42873.73711676 sorted
42876 14292 42868 42874 42874.85192433 sorted
42877 14293 42873 42875 42875.68297456 sorted
42878 14293 42872 42876 42876.78864971 sorted
42879 14293 42874 42877 42877.90345727 sorted
42880 14294 42874 42878 42878.79973907 sorted
42881 14294 42873 42879 42879.91324201 sorted
42882 14294 42874 42881 42881.02804958 sorted
42883 14295 42877 42881 42881.84018265 sorted
42884 14295 42876 42882 42882.95433790 sorted
42885 14295 42878 42884 42884.06914547 sorted
42886 14296 42878 42884 42884.88714938 sorted
42887 14296 42880 42885 42885.98695369 sorted
42888 14296 42880 42887 42887.10176125 sorted
42889 14297 42880 42887 42887.91780822 sorted
42890 14297 42884 42889 42889.01369863 sorted
42891 14297 42884 42890 42890.12850620 sorted
42892 14298 42887 42891 42891.20091324 sorted
42893 14298 42888 42892 42892.31376386 sorted
42894 14298 42887 42893 42893.42857143 sorted
42895 14299 42887 42894 42894.24787997 sorted
42896 14299 42889 42895 42895.36138291 sorted
42897 14299 42891 42896 42896.47619048 sorted
42898 14300 42891 42897 42897.12393999 sorted
42899 14300 42892 42898 42898.12393999 sorted
42900 14300 42894 42899 42899.23874755 sorted
42901 14301 42895 42900 42900.14539877 sorted
42902 14301 42895 42901 42901.25705521 sorted
42903 14301 42898 42902 42902.37177914 sorted
42904 14302 42899 42903 42903.25521472 sorted
42905 14302 42899 42904 42904.35092025 sorted
42906 14302 42901 42905 42905.46564417 sorted
42907 14303 42900 42906 42906.32638037 sorted
42908 14303 42901 42907 42907.43926380 sorted
42909 14303 42903 42908 42908.55398773 sorted
42910 14304 42904 42909 42909.44907975 sorted
42911 14304 42907 42910 42910.56257669 sorted
42912 14304 42906 42911 42911.67730061 sorted
42913 14305 42907 42912 42912.31288344 sorted
42914 14305 42908 42913 42913.42699386 sorted
42915 14305 42910 42914 42914.54171779 sorted
42916 14306 42909 42915 42915.32883436 sorted
42917 14306 42912 42916 42916.41779141 sorted
42918 14306 42913 42917 42917.53251534 sorted
42919 14307 42913 42918 42918.30674847 sorted
42920 14307 42913 42919 42919.42085890 sorted
42921 14307 42915 42920 42920.53558282 sorted
42922 14308 42915 42921 42921.22147239 sorted
42923 14308 42917 42922 42922.22147239 sorted
42924 14308 42918 42923 42923.33619632 sorted
42925 14309 42919 42924 42924.32073472 sorted
42926 14309 42920 42925 42925.43624161 sorted
42927 14309 42920 42926 42926.55104203 sorted
42928 14310 42920 42927 42927.25636008 sorted
42929 14310 42923 42928 42928.25636008 sorted
42930 14310 42923 42929 42929.37116765 sorted
42931 14311 42925 42930 42930.20061350 sorted
42932 14311 42927 42931 42931.27300613 sorted
42933 14311 42927 42932 42932.38773006 sorted
42934 14312 42929 42933 42933.15644172 sorted
42935 14312 42931 42934 42934.27055215 sorted
42936 14312 42932 42935 42935.38527607 sorted
42937 14313 42931 42936 42936.09079755 sorted
42938 14313 42933 42937 42937.19877301 sorted
42939 14313 42931 42938 42938.31349693 sorted
42940 14314 42934 42939 42939.13987730 sorted
42941 14314 42935 42940 42940.25030675 sorted
42942 14314 42936 42941 42941.36503067 sorted
42943 14315 42938 42941 42941.98957055 sorted
42944 14315 42938 42943 42943.10368098 sorted
42945 14315 42939 42944 42944.21840491 sorted
42946 14316 42940 42945 42945.07546012 sorted
42947 14316 42942 42946 42946.18650307 sorted
42948 14316 42943 42947 42947.30122699 sorted
42949 14317 42941 42948 42948.10368098 sorted
42950 14317 42945 42949 42949.21656442 sorted
42951 14317 42945 42950 42950.33128834 sorted
42952 14318 42946 42950 42950.87423313 sorted
42953 14318 42948 42951 42951.87423313 sorted
42954 14318 42947 42952 42952.98895706 sorted
42955 14319 42948 42953 42953.84846626 sorted
42956 14319 42949 42954 42954.92085890 sorted
42957 14319 42950 42956 42956.03558282 sorted
